Section,Type Aditional Info,Type,Importance,Hint,Description,Learn More
Performance,,Diagnostic,Medium,Ensure text remains visible during webfont load,"URLs that hide text content until the webfont loads, causing a flash of invisible text. This means it takes longer before the user is able to engage with the text content, and also causes the layout to change during rendering, which can be jarring for the user. ",https://sitebulb.com/hints/performance/ensure-text-remains-visible-during-webfont-load/
Redirects,,Insight,No Issue,External redirected URLs,"External URLs that redirect (3XX) to another URL. This Hint is Advisory as it does not represent an SEO issue, simply a (relatively small) user issue. Whereas internal redirects can have an impact upon crawl budget and load speed, this does not apply to external redirects. ",https://sitebulb.com/hints/redirects/external-redirected-urls/
Redirects,,Issue,High,External URL redirect broken (4XX or 5XX),"External URLs that redirect to a URL which is Not Found (4XX) or Error (5XX). This is a bad experience for users and search engines alike, as they will be unable to reach the content. ",https://sitebulb.com/hints/redirects/external-url-redirect-broken-4xx-or-5xx/
Redirects,,Issue,High,Internal URL is part of a chained redirect loop,"Internal URLs that are part of a redirect chain which results in a redirect loop (e.g. URL 1 -> URL -> 2 -> URL 3 -> URL 1). This is bad for SEO as search engine crawlers will be unable to access the page content to index it. It is also bad for users, who will be shown an error page (e.g. 'Website redirected you too many times'). ",https://sitebulb.com/hints/redirects/internal-url-is-part-of-a-chained-redirect-loop/
Redirects,,Issue,Medium,Internal redirected URLs,"Internal URLs that redirect (3XX) to another URL. Redirects add an extra 'hop' to the request, which means it takes longer for the content to become available, which is a bad user signal, and means that search engine crawlers have to do additional 'work' to find the content. ",https://sitebulb.com/hints/redirects/internal-redirected-urls/
Redirects,,Issue,High,Internal redirects from trailing slash mismatch,"Internal URLs that redirect due to a trailing slash mismatch. This occurs when the server encounters URLs that don't match expectation - so it will redirect to a URL that either adds or removes the trailing slash, depending on the setup. Internal links that cause these redirects cause unnecessary work for search engine crawlers, and the server itself, particularly when they are template based, and therefore widespread. ",https://sitebulb.com/hints/redirects/internal-redirects-from-trailing-slash-mismatch/
Redirects,,Issue,High,Internal redirects from case normalization,"Internal URLs that redirect due to case normalization. This occurs when the server encounters URLs that don't match expectation - so it will redirect to a URL with characters of the correct case (typically lower case). Internal links that cause these redirects cause unnecessary work for search engine crawlers, and the server itself, particularly when they are template based, and therefore widespread. ",https://sitebulb.com/hints/redirects/internal-redirects-from-case-normalization/
Redirects,,Issue,High,Internal URL redirects back to itself,"Internal URLs that redirect in a loop (e.g. URL 1 -> URL 1). This is bad for SEO as search engine crawlers will be unable to access the page content to index it. It is also bad for users, who will be shown an error page (e.g. 'Website redirected you too many times'). ",https://sitebulb.com/hints/redirects/internal-url-redirects-back-to-itself/
Redirects,,Issue,High,Page resource URL is part of a chained redirect loop,"Page resource URLs that are part of a redirect chain which results in a redirect loop (e.g. URL 1 -> URL -> 2 -> URL 3 -> URL 1). This means that the resource is inaccessible, which may affect how page content is rendered. ",https://sitebulb.com/hints/redirects/page-resource-url-is-part-of-a-chained-redirect-loop/
Redirects,,Issue,High,Page resource URL redirects back to itself,"Page resource URLs that redirect in a loop (e.g. URL 1 -> URL 1). This means that the resource is inaccessible, which may affect how page content is rendered. ",https://sitebulb.com/hints/redirects/page-resource-url-redirects-back-to-itself/
Redirects,,Issue,Medium,Redirected page resource URLs,"Page resource URLs, such as JavaScript and CSS files, that redirect to another URL - which may affect load time and cause page content to render incorrectly. ",https://sitebulb.com/hints/redirects/redirected-page-resource-urls/
Redirects,,Issue,High,Resource URL redirect broken (4XX or 5XX),"Resource URLs that redirect to a URL which is Not Found (4XX) or Error (5XX). The URL in question is a page resource URL (e.g. CSS or JavaScript file), which means it is used for rendering the content on a page. If the resource is no longer accessible, this may affect how it is rendered, which could cause a poor user experience. ",https://sitebulb.com/hints/redirects/resource-url-redirect-broken-4xx-or-5xx/
Redirects,,Insight,No Issue,Redirects using a Meta refresh,"The Meta refresh is a simple on page redirect, and is usually used when it is not possible to implement a HTTP redirect. Search engines will follow a meta refresh, and pass on some link equity, but they offer a poor user experience so are not recommended. ",https://sitebulb.com/hints/redirects/redirects-using-a-meta-refresh/
Redirects,,Issue,High,Internal URL redirect broken (4XX or 5XX),"URLs that redirect to a URL which is Not Found (4XX) or Error (5XX). This is a bad experience for users and search engines alike, as they will be unable to reach the content. ",https://sitebulb.com/hints/redirects/internal-url-redirect-broken-4xx-or-5xx/
Rendered,,Issue,High,Canonical only in the rendered HTML,"URLs that contain a canonical only in the rendered HTML, after JavaScript execution. Google do not recommended injecting canonical tags using JavaScript. To be certain that Google are definitely able to recognise and respect the canonical tag, you should include it in the response HTML. ",https://sitebulb.com/hints/rendered/canonical-only-in-the-rendered-html/
Rendered,,Issue,High,Canonical mismatch between rendered and response HTML,"URLs that contain a different canonical link in the response HTML to the rendered HTML, after JavaScript execution. Google do not recommended injecting canonical tags using JavaScript, and in this case, since there is a mismatch between the response HTML and the rendered HTML, you may end up with search engines honouring the wrong one. ",https://sitebulb.com/hints/rendered/canonical-mismatch-between-rendered-and-response-html/
Rendered,,Issue,Low,Meta Description only in the rendered HTML,"URLs that contain a meta description only in the rendered HTML, after JavaScript execution. While Google is able to render pages and see client-side only content, it may be worth adding important content in the response HTML. ",https://sitebulb.com/hints/rendered/meta-description-only-in-the-rendered-html/
Rendered,,Issue,High,Nofollow only in the HTTP response HTML,"URLs that contain a nofollow in the response HTML, and not in the rendered HTML. When Google crawl new pages, they initially parse the response HTML and collect links to add to the crawl queue, before rendering occurs - so if links are nofollow in the response HTML, this may slow down how quickly Google finds and indexes the linked URLs. ",https://sitebulb.com/hints/rendered/nofollow-only-in-the-http-response-html/
Rendered,,Issue,Critical,Noindex only in the HTTP response HTML,"URLs that contain a noindex in the response HTML, and not in the rendered HTML. When Google crawl new pages, they parse the response HTML; and for any URLs containing noindex, they skip the rendering process. So this means that these pages will not get queued for rendering, and therefore Google will not see in the rendered HTML that the noindex was not present, and the page will not get indexed. ",https://sitebulb.com/hints/rendered/noindex-only-in-the-http-response-html/
Rendered,,Issue,Medium,Page Title only in the rendered HTML,"URLs that contain a page title only in the rendered HTML, after JavaScript execution. While Google is able to render pages and see client-side only content, it may be worth adding important content in the response HTML. ",https://sitebulb.com/hints/rendered/page-title-only-in-the-rendered-html/
Rendered,,Issue,Low,<h1> only in the rendered HTML,"URLs that contain an h1 only in the rendered HTML, after JavaScript execution. While Google is able to render pages and see client-side only content, it may be worth adding important content in the response HTML. ",https://sitebulb.com/hints/rendered/h1-only-in-the-rendered-html/
Rendered,,Potential Issue,Low,Contains JavaScript content,"URLs that contain body text which is only discovered in the rendered HTML, after JavaScript execution. While Google is able to render pages and see client-side only content, it may be worth adding important content in the response HTML. Additionally, Google may not always be able to render pages correctly, or it may not be able to execute JavaScript at all. ",https://sitebulb.com/hints/rendered/contains-javascript-content/
Rendered,,Potential Issue,Low,Contains JavaScript links,"URLs that contain hyperlinks which are only discovered in the rendered HTML, after JavaScript execution. When Google crawl new pages, they initially parse the response HTML and collect links to add to the crawl queue, before rendering occurs - so if links are not present in the response HTML, this may slow down how quickly Google finds and indexes the linked URLs. ",https://sitebulb.com/hints/rendered/contains-javascript-links/
Rendered,,Issue,Low,<h1> modified by JavaScript,"URLs that have h1s that are modified by JavaScript. While Google is able to render pages and see client-side only content, it is worth double-checking that the rendered h1 is the one that you want website users (and search engines) to see. ",https://sitebulb.com/hints/rendered/h1-modified-by-javascript/
Rendered,,Issue,Low,Meta Description modified by JavaScript,"URLs that have meta descriptions which are modified by JavaScript. While Google is able to render pages and see client-side only content, it is worth double-checking that the rendered meta description is the one that you want website users (and search engines) to see.  ",https://sitebulb.com/hints/rendered/meta-description-modified-by-javascript/
Rendered,,Issue,Medium,Page Title modified by JavaScript,"URLs that have page titles which are modified by JavaScript. While Google is able to render pages and see client-side only content, it is worth double-checking that the rendered page title is the one that you want website users (and search engines) to see. ",https://sitebulb.com/hints/rendered/page-title-modified-by-javascript/
Search Traffic,,Potential Issue,Medium,Time on page less than 10 seconds,"This means that the URL in question received organic search traffic, but the average time on page was 10 seconds or less - with data taken from the connected Google Analytics account.",https://sitebulb.com/hints/search-traffic/time-on-page-less-than-10-seconds/
Search Traffic,,Potential Issue,Medium,Only has desktop organic search traffic,"This means that the URL in question only received organic search traffic from desktop devices, per the connected Google Search Console account.",https://sitebulb.com/hints/search-traffic/only-has-desktop-organic-search-traffic/
Search Traffic,,Potential Issue,Medium,Had bounce rate greater than or equal to 80%,This means that the URL in question received organic search traffic with a bounce rate of 80% or more - with data taken from the connected Google Analytics account.,https://sitebulb.com/hints/search-traffic/had-bounce-rate-greater-than-or-equal-to-80/
Search Traffic,,Potential Issue,Medium,URL only received mobile organic search traffic,"This means that the URL in question only received organic search traffic from mobile devices, per the connected Google Search Console account.",https://sitebulb.com/hints/search-traffic/url-only-received-mobile-organic-search-traffic/
Search Traffic,,Potential Issue,Medium,URL only received tablet organic search traffic,"This means that the URL in question only received organic search traffic from tablet devices, per the connected Google Search Console account.",https://sitebulb.com/hints/search-traffic/url-only-received-tablet-organic-search-traffic/
Search Traffic,,Potential Issue,Medium,URL received no desktop organic search traffic,"This means that the URL in question received no organic search traffic from desktop devices, per the connected Google Search Console account.",https://sitebulb.com/hints/search-traffic/url-received-no-desktop-organic-search-traffic/
Search Traffic,,Potential Issue,Medium,URL received no mobile organic search traffic,"This means that the URL in question received no organic search traffic from mobile devices, per the connected Google Search Console account.",https://sitebulb.com/hints/search-traffic/url-received-no-mobile-organic-search-traffic/
Search Traffic,,Potential Issue,Medium,URL received no organic search traffic,"This means that the URL in question received no organic search traffic, per the connected Google Analytics and Google Search Console accounts.",https://sitebulb.com/hints/search-traffic/url-received-no-organic-search-traffic/
Search Traffic,,Potential Issue,Medium,URL received no tablet organic search traffic,"This means that the URL in question received no organic search traffic from tablet devices, per the connected Google Search Console account.",https://sitebulb.com/hints/search-traffic/url-received-no-tablet-organic-search-traffic/
Search Traffic,,Potential Issue,Medium,URL received search traffic but 0 goal conversions,"This means that the URL in question received some organic search traffic, but no goal conversions, per the connected Google Analytics and Google Search Console accounts.",https://sitebulb.com/hints/search-traffic/url-received-search-traffic-but-0-goal-conversions/
Search Traffic,,Issue,High,Canonicalized URL received organic search traffic,"This means that the URL in question is canonicalized to another URL, yet received organic search traffic, per the connected Google Analytics and Google Search Console accounts.",https://sitebulb.com/hints/search-traffic/canonicalized-url-received-organic-search-traffic/
Search Traffic,,Issue,High,Disallowed URL received organic search traffic,"This means that the URL in question is disallowed in robots.txt, yet received organic search traffic, per the connected Google Analytics and Google Search Console accounts.",https://sitebulb.com/hints/search-traffic/disallowed-url-received-organic-search-traffic/
Search Traffic,,Issue,High,Forbidden (403) URL received search traffic,"This means that the URL in question returns a HTTP status of 403 (Forbidden), yet received organic search traffic, per the connected Google Analytics and Google Search Console accounts.",https://sitebulb.com/hints/search-traffic/forbidden-403-url-received-search-traffic/
Search Traffic,,Issue,High,Noindex URL received organic search traffic,"This means that the URL in question is noindex, yet received organic search traffic, per the connected Google Analytics and Google Search Console accounts.",https://sitebulb.com/hints/search-traffic/noindex-url-received-organic-search-traffic/
Search Traffic,,Issue,High,Not Found (4XX) URL received search traffic,"This means that the URL in question returns a HTTP status of 4XX, yet received organic search traffic, per the connected Google Analytics and Google Search Console accounts.",https://sitebulb.com/hints/search-traffic/not-found-4xx-url-received-search-traffic/
Search Traffic,,Issue,High,Redirect (3XX) URL received organic search traffic,"This means that the URL in question returns a HTTP status of 3XX (Redirect), yet received organic search traffic, per the connected Google Analytics and Google Search Console accounts.",https://sitebulb.com/hints/search-traffic/redirect-3xx-url-received-organic-search-traffic/
Search Traffic,,Issue,High,Orphan URL received search traffic,"This means that the URL in question is not part of the crawlable website architecture, yet received organic search traffic, per the connected Google Analytics and Google Search Console accounts.",https://sitebulb.com/hints/search-traffic/orphan-url-received-search-traffic/
Security,,Issue,High,HTTPS URL links to an HTTP URL,"This means that the URL in question uses the HTTPS protocol, but contains outgoing links to internal URLs which are on HTTP.",https://sitebulb.com/hints/security/https-url-links-to-an-http-url/
Security,,Issue,High,HTTP URL contains a password input field,"This means that the URL in question uses the HTTP protocol, but contains a form with a password input field.",https://sitebulb.com/hints/security/http-url-contains-a-password-input-field/
Security,,Issue,High,HTTPS URL contains a form posting to HTTP,"This means that the URL in question uses the HTTPS protocol, but contains a form that posts to a HTTP URL.",https://sitebulb.com/hints/security/https-url-contains-a-form-posting-to-http/
Security,,Issue,High,Loads page resources using protocol relative URIs,"This means that the URL in question loads in resources using protocol relative URLs, which can be requested over HTTP and as such represent a security vulnerability.",https://sitebulb.com/hints/security/loads-page-resources-using-protocol-relative-uris/
Security,,Issue,Critical,Mixed content (loads HTTP resources on HTTPS URL),"This means that the URL in question is loaded over a secure HTTPS protocol, but some other resources (such as images, videos, stylesheets, scripts) are loaded over an insecure HTTP connection.",https://sitebulb.com/hints/security/mixed-content-loads-http-resources-on-https-url/
Security,,Issue,Critical,Internal HTTP URLs,This means that the URL in question is loaded over an insecure HTTP connection.,https://sitebulb.com/hints/security/internal-http-urls/
XML Sitemaps,,Insight,No Issue,URL in multiple XML Sitemaps,This means that the URL in question is included in more than one XML Sitemap.,https://sitebulb.com/hints/xml-sitemaps/url-in-multiple-xml-sitemaps/
XML Sitemaps,,Issue,Medium,Redirect (3XX) URL in XML Sitemaps,"This means that the URL in question returns an HTTP 'Redirect' status (3XX), yet is included in an XML Sitemap.",https://sitebulb.com/hints/xml-sitemaps/redirect-3xx-url-in-xml-sitemaps/
XML Sitemaps,,Issue,Medium,Timed out URL in XML Sitemaps,"This means that the URL in question returns timed out when we requested it, yet is included in an XML Sitemap.",https://sitebulb.com/hints/xml-sitemaps/timed-out-url-in-xml-sitemaps/
XML Sitemaps,,Issue,High,Canonicalized URL in XML Sitemaps,"This means that the URL in question has a canonical element that points to another URL, yet is included in an XML Sitemap.",https://sitebulb.com/hints/xml-sitemaps/canonicalized-url-in-xml-sitemaps/
XML Sitemaps,,Issue,High,Disallowed URL in XML Sitemaps,"This means that the URL in question is disallowed in robots.txt, yet is included in an XML Sitemap.",https://sitebulb.com/hints/xml-sitemaps/disallowed-url-in-xml-sitemaps/
XML Sitemaps,,Issue,High,Forbidden (403) URL in XML Sitemaps,"This means that the URL in question returns a HTTP status of 403 (Forbidden), yet is included in an XML Sitemap.",https://sitebulb.com/hints/xml-sitemaps/forbidden-403-url-in-xml-sitemaps/
XML Sitemaps,,Issue,Critical,Error (5XX) URL in XML Sitemaps,"This means that the URL in question returns an HTTP 'Error' status (5XX), yet is included in an XML Sitemap.",https://sitebulb.com/hints/xml-sitemaps/error-5xx-url-in-xml-sitemaps/
XML Sitemaps,,Issue,Critical,Noindex URL in XML Sitemaps,"This means that the URL in question is noindex, yet is included in an XML Sitemap.",https://sitebulb.com/hints/xml-sitemaps/noindex-url-in-xml-sitemaps/
XML Sitemaps,,Issue,Critical,Not Found (4XX) URL in XML Sitemaps,"This means that the URL in question returns a HTTP status of 4XX, yet is included in an XML Sitemap.",https://sitebulb.com/hints/xml-sitemaps/not-found-4xx-url-in-xml-sitemaps/
